Data,Asset,Net_NC,Net_Comm
1970-01-01 00:00:00.000250923,BTC,79,-325
1970-01-01 00:00:00.000250923,EUR,114345,-165777
1970-01-01 00:00:00.000250923,Nasdaq,23405,-27393
1970-01-01 00:00:00.000250923,10Y UST,-844116,680220
1970-01-01 00:00:00.000250923,Copper,30230,-38253
1970-01-01 00:00:00.000250923,Soybeans,5748,7371
1970-01-01 00:00:00.000250923,Nikkei,-3573,3351
1970-01-01 00:00:00.000250923,Sugar,-125628,128130
1970-01-01 00:00:00.000250923,Coffee,36708,-39661
1970-01-01 00:00:00.000250923,Silver,52276,-72755
1970-01-01 00:00:00.000250923,JPY,79500,-83239
1970-01-01 00:00:00.000250923,VIX,-101193,101330
1970-01-01 00:00:00.000250923,Cocoa,7816,-10010
1970-01-01 00:00:00.000250923,Gold,266749,-298403
1970-01-01 00:00:00.000250923,USD Index,-10344,11375
1970-01-01 00:00:00.000250930,Cocoa,8357,-9191
1970-01-01 00:00:00.000250930,SPX,-136689,49567
1970-01-01 00:00:00.000250930,AUD,-64606,53892
1970-01-01 00:00:00.000250930,JPY,61465,-60745
1970-01-01 00:00:00.000250930,Silver,49739,-71090
1970-01-01 00:00:00.000250930,Crude Oil,103300,-133096
1970-01-01 00:00:00.000250930,Coffee,37907,-40535
1970-01-01 00:00:00.000250930,USD Index,-13636,13818
1970-01-01 00:00:00.000250930,CHF,-26062,29992
1970-01-01 00:00:00.000250930,Gold,252908,-288236
1970-01-01 00:00:00.000250930,Russell 2000,-51904,41741
1970-01-01 00:00:00.000250930,BTC,-108,-78
1970-01-01 00:00:00.000250930,GBP,-8894,7746
1970-01-01 00:00:00.000250930,Nikkei,-4485,3542
1970-01-01 00:00:00.000250930,EUR,117369,-167136
1970-01-01 00:00:00.000250930,Sugar,-105207,107073
1970-01-01 00:00:00.000250930,Soybeans,-8333,21603
1970-01-01 00:00:00.000250930,Copper,32566,-42550
1970-01-01 00:00:00.000250930,CAD,-119905,134279
1970-01-01 00:00:00.000250930,Corn,-81307,104703
1970-01-01 00:00:00.000250930,Wheat,-75095,74032
1970-01-01 00:00:00.000250930,10Y UST,-739908,572904
1970-01-01 00:00:00.000250930,VIX,-104612,104800
1970-01-01 00:00:00.000250930,Nasdaq,41008,-47606
1970-01-01 00:00:00.000251007,Sugar,-114807,109384
1970-01-01 00:00:00.000251007,AUD,-57805,41801
1970-01-01 00:00:00.000251007,Nikkei,-3013,2706
1970-01-01 00:00:00.000251007,SPX,-144091,47444
1970-01-01 00:00:00.000251007,Silver,46217,-68686
1970-01-01 00:00:00.000251007,10Y UST,-787958,639849
1970-01-01 00:00:00.000251007,JPY,46307,-45974
1970-01-01 00:00:00.000251007,Copper,39069,-50872
1970-01-01 00:00:00.000251007,VIX,-120434,105777
1970-01-01 00:00:00.000251007,Gold,231956,-263772
1970-01-01 00:00:00.000251007,Crude Oil,74309,-98056
1970-01-01 00:00:00.000251007,Coffee,39260,-41846
1970-01-01 00:00:00.000251007,EUR,118365,-167834
1970-01-01 00:00:00.000251007,CAD,-136718,151915
1970-01-01 00:00:00.000251007,Wheat,-70634,70648
1970-01-01 00:00:00.000251007,CHF,-27470,31295
1970-01-01 00:00:00.000251007,GBP,-4476,3529
1970-01-01 00:00:00.000251007,Soybeans,39874,-20721
1970-01-01 00:00:00.000251007,BTC,-1108,876
1970-01-01 00:00:00.000251007,Nasdaq,43341,-49165
1970-01-01 00:00:00.000251007,USD Index,-13145,13314
1970-01-01 00:00:00.000251007,Russell 2000,-59505,49901
1970-01-01 00:00:00.000251007,Corn,-92353,117716
1970-01-01 00:00:00.000251007,Cocoa,9343,-9108
1970-01-01 00:00:00.000251014,CHF,-28206,32830
1970-01-01 00:00:00.000251014,BTC,-452,128
1970-01-01 00:00:00.000251014,10Y UST,-830797,679362
1970-01-01 00:00:00.000251014,Wheat,-84679,82625
1970-01-01 00:00:00.000251014,Copper,42627,-53243
1970-01-01 00:00:00.000251014,CAD,-137593,152580
1970-01-01 00:00:00.000251014,GBP,-11629,16790
1970-01-01 00:00:00.000251014,Gold,203916,-236867
1970-01-01 00:00:00.000251014,Soybeans,46165,-26334
1970-01-01 00:00:00.000251014,USD Index,-14933,13766
1970-01-01 00:00:00.000251014,Cocoa,6053,-5117
1970-01-01 00:00:00.000251014,SPX,-165683,72883
1970-01-01 00:00:00.000251014,AUD,-59578,50478
1970-01-01 00:00:00.000251014,Crude Oil,60991,-81380
1970-01-01 00:00:00.000251014,Nasdaq,52827,-60400
1970-01-01 00:00:00.000251014,Russell 2000,-51811,44456
1970-01-01 00:00:00.000251014,EUR,108325,-149130
1970-01-01 00:00:00.000251014,Corn,-120964,140492
1970-01-01 00:00:00.000251014,Sugar,-140751,146493
1970-01-01 00:00:00.000251014,Silver,43181,-64655
1970-01-01 00:00:00.000251014,Coffee,42298,-45269
1970-01-01 00:00:00.000251014,VIX,-97390,101554
1970-01-01 00:00:00.000251014,JPY,37166,-36620
1970-01-01 00:00:00.000251021,JPY,70414,-67894
1970-01-01 00:00:00.000251021,Soybeans,77616,-59754
1970-01-01 00:00:00.000251021,USD Index,-15367,14537
1970-01-01 00:00:00.000251021,VIX,-71273,74489
1970-01-01 00:00:00.000251021,Wheat,-80232,79497
1970-01-01 00:00:00.000251021,EUR,111752,-156233
1970-01-01 00:00:00.000251021,Corn,-83343,100645
1970-01-01 00:00:00.000251021,GBP,-16775,15605
1970-01-01 00:00:00.000251021,10Y UST,-846523,682794
1970-01-01 00:00:00.000251021,Nasdaq,48862,-55848
1970-01-01 00:00:00.000251021,Crude Oil,39800,-55056
1970-01-01 00:00:00.000251021,Russell 2000,-61971,54956
1970-01-01 00:00:00.000251021,AUD,-65764,58219
1970-01-01 00:00:00.000251021,SPX,-145350,51577
1970-01-01 00:00:00.000251021,Gold,176609,-210117
1970-01-01 00:00:00.000251021,Silver,37259,-57237
1970-01-01 00:00:00.000251021,Copper,41211,-52133
1970-01-01 00:00:00.000251021,CHF,-27844,30546
1970-01-01 00:00:00.000251021,BTC,-329,-140
1970-01-01 00:00:00.000251021,CAD,-145108,158354
1970-01-01 00:00:00.000251021,Cocoa,6176,-5571
1970-01-01 00:00:00.000251021,Sugar,-140401,154520
1970-01-01 00:00:00.000251021,Coffee,44343,-47350
1970-01-01 00:00:00.000251028,VIX,-71589,72771
1970-01-01 00:00:00.000251028,Wheat,-49829,53066
1970-01-01 00:00:00.000251028,Soybeans,157193,-137378
1970-01-01 00:00:00.000251028,BTC,-543,117
1970-01-01 00:00:00.000251028,Corn,-13862,33335
1970-01-01 00:00:00.000251028,Russell 2000,-61209,48671
1970-01-01 00:00:00.000251028,SPX,-150135,51870
1970-01-01 00:00:00.000251028,AUD,-73934,66662
1970-01-01 00:00:00.000251028,Nasdaq,42302,-47744
1970-01-01 00:00:00.000251028,10Y UST,-910930,739713
1970-01-01 00:00:00.000251028,Sugar,-167419,177215
1970-01-01 00:00:00.000251028,USD Index,-16126,15939
1970-01-01 00:00:00.000251028,EUR,107333,-151596
1970-01-01 00:00:00.000251028,CAD,-150044,163411
1970-01-01 00:00:00.000251028,Coffee,44145,-46027
1970-01-01 00:00:00.000251028,CHF,-27858,31463
1970-01-01 00:00:00.000251028,Cocoa,7856,-7981
1970-01-01 00:00:00.000251028,GBP,-20262,27100
1970-01-01 00:00:00.000251028,JPY,68115,-68613
1970-01-01 00:00:00.000251028,Copper,49094,-60803
1970-01-01 00:00:00.000251028,Gold,204664,-237027
1970-01-01 00:00:00.000251028,Silver,37119,-55585
1970-01-01 00:00:00.000251028,Crude Oil,65601,-77717
1970-01-01 00:00:00.000251104,Silver,33221,-52664
1970-01-01 00:00:00.000251104,Gold,202307,-236542
1970-01-01 00:00:00.000251104,Sugar,-195528,203896
1970-01-01 00:00:00.000251104,Coffee,44258,-46701
1970-01-01 00:00:00.000251104,Copper,56375,-68584
1970-01-01 00:00:00.000251104,Crude Oil,74907,-84426
1970-01-01 00:00:00.000251104,Nasdaq,48171,-58524
1970-01-01 00:00:00.000251104,SPX,-163945,65824
1970-01-01 00:00:00.000251104,Russell 2000,-58810,50930
1970-01-01 00:00:00.000251104,Cocoa,8125,-8003
1970-01-01 00:00:00.000251104,AUD,-71576,65103
1970-01-01 00:00:00.000251104,BTC,-275,31
1970-01-01 00:00:00.000251104,CAD,-159512,173393
1970-01-01 00:00:00.000251104,Soybeans,217424,-195402
1970-01-01 00:00:00.000251104,EUR,91795,-126612
1970-01-01 00:00:00.000251104,CHF,-31887,39251
1970-01-01 00:00:00.000251104,Corn,5180,16733
1970-01-01 00:00:00.000251104,GBP,-55019,66827
1970-01-01 00:00:00.000251104,JPY,51265,-47851
1970-01-01 00:00:00.000251104,USD Index,-15562,14704
1970-01-01 00:00:00.000251104,10Y UST,-859245,690142
1970-01-01 00:00:00.000251104,VIX,-85632,89205
1970-01-01 00:00:00.000251104,Wheat,-49186,54697
1970-01-01 00:00:00.000251110,SPX,-157930,52891
1970-01-01 00:00:00.000251110,AUD,-78627,70744
1970-01-01 00:00:00.000251110,EUR,73589,-111373
1970-01-01 00:00:00.000251110,Soybeans,228126,-207271
1970-01-01 00:00:00.000251110,USD Index,-15627,15172
1970-01-01 00:00:00.000251110,VIX,-77022,79106
1970-01-01 00:00:00.000251110,Wheat,-35898,43623
1970-01-01 00:00:00.000251110,Nasdaq,49816,-61869
1970-01-01 00:00:00.000251110,Corn,43013,-19414
1970-01-01 00:00:00.000251110,Crude Oil,60384,-71884
1970-01-01 00:00:00.000251110,Sugar,-200627,208206
1970-01-01 00:00:00.000251110,BTC,128,-99
1970-01-01 00:00:00.000251110,Coffee,43297,-45971
1970-01-01 00:00:00.000251110,CHF,-36049,43206
1970-01-01 00:00:00.000251110,Copper,55526,-68856
1970-01-01 00:00:00.000251110,Gold,207069,-244823
1970-01-01 00:00:00.000251110,CAD,-157635,173878
1970-01-01 00:00:00.000251110,Silver,32986,-52216
1970-01-01 00:00:00.000251110,10Y UST,-820807,690329
1970-01-01 00:00:00.000251110,JPY,48476,-48023
1970-01-01 00:00:00.000251110,Russell 2000,-56384,45284
1970-01-01 00:00:00.000251110,GBP,-81004,92403
1970-01-01 00:00:00.000251110,Cocoa,7532,-6808
1970-01-01 00:00:00.000251118,10Y UST,-753697,607711
1970-01-01 00:00:00.000251118,Sugar,-188400,194387
1970-01-01 00:00:00.000251118,Coffee,38530,-40303
1970-01-01 00:00:00.000251118,USD Index,-16108,15131
1970-01-01 00:00:00.000251118,Cocoa,-4251,5535
1970-01-01 00:00:00.000251118,EUR,99007,-140150
1970-01-01 00:00:00.000251118,Soybeans,254090,-229882
1970-01-01 00:00:00.000251118,Russell 2000,-64741,52678
1970-01-01 00:00:00.000251118,JPY,31157,-30527
1970-01-01 00:00:00.000251118,GBP,-79257,93096
1970-01-01 00:00:00.000251118,CAD,-149099,161670
1970-01-01 00:00:00.000251118,CHF,-32185,34869
1970-01-01 00:00:00.000251118,BTC,-312,161
1970-01-01 00:00:00.000251118,Silver,34016,-53426
1970-01-01 00:00:00.000251118,Copper,51959,-63120
1970-01-01 00:00:00.000251118,Gold,210339,-245585
1970-01-01 00:00:00.000251118,VIX,-80007,85120
1970-01-01 00:00:00.000251118,Nasdaq,46410,-60264
1970-01-01 00:00:00.000251118,Crude Oil,69176,-80301
1970-01-01 00:00:00.000251118,Wheat,-29287,36387
1970-01-01 00:00:00.000251118,Corn,120900,-84962
1970-01-01 00:00:00.000251118,AUD,-75856,66805
1970-01-01 00:00:00.000251118,SPX,-147405,49964
1970-01-01 00:00:00.000251125,Soybeans,239813,-218925
1970-01-01 00:00:00.000251125,Wheat,-35366,42154
1970-01-01 00:00:00.000251125,Corn,58669,-31073
1970-01-01 00:00:00.000251125,AUD,-84176,75552
1970-01-01 00:00:00.000251125,Russell 2000,-37956,28501
1970-01-01 00:00:00.000251125,Nasdaq,57393,-66754
1970-01-01 00:00:00.000251125,Gold,204588,-241403
1970-01-01 00:00:00.000251125,10Y UST,-781383,634552
1970-01-01 00:00:00.000251125,CAD,-150414,163460
1970-01-01 00:00:00.000251125,Silver,32188,-53268
1970-01-01 00:00:00.000251125,USD Index,-16347,15883
1970-01-01 00:00:00.000251125,Cocoa,-5807,7665
1970-01-01 00:00:00.000251125,GBP,-93221,102000
1970-01-01 00:00:00.000251125,EUR,94071,-136976
1970-01-01 00:00:00.000251125,CHF,-35360,39114
1970-01-01 00:00:00.000251125,BTC,-83,-262
1970-01-01 00:00:00.000251125,Coffee,35987,-37594
1970-01-01 00:00:00.000251125,SPX,-155278,29367
1970-01-01 00:00:00.000251125,Copper,43637,-54001
1970-01-01 00:00:00.000251125,JPY,26517,-27484
1970-01-01 00:00:00.000251125,Sugar,-194604,197634
1970-01-01 00:00:00.000251125,VIX,-54674,54103
1970-01-01 00:00:00.000251125,Crude Oil,55017,-65188
1970-01-01 00:00:00.000251202,JPY,36418,-38123
1970-01-01 00:00:00.000251202,GBP,-80180,89215
1970-01-01 00:00:00.000251202,Crude Oil,51037,-61260
1970-01-01 00:00:00.000251202,Coffee,35350,-37142
1970-01-01 00:00:00.000251202,Nasdaq,48318,-62116
1970-01-01 00:00:00.000251202,CHF,-35785,36848
1970-01-01 00:00:00.000251202,Copper,53413,-66516
1970-01-01 00:00:00.000251202,Gold,217560,-255348
1970-01-01 00:00:00.000251202,BTC,567,-591
1970-01-01 00:00:00.000251202,Silver,38519,-56639
1970-01-01 00:00:00.000251202,CAD,-150047,159150
1970-01-01 00:00:00.000251202,VIX,-63828,65877
1970-01-01 00:00:00.000251202,AUD,-83393,70281
1970-01-01 00:00:00.000251202,Cocoa,-6184,8728
1970-01-01 00:00:00.000251202,10Y UST,-736955,596968
1970-01-01 00:00:00.000251202,Corn,87096,-58851
1970-01-01 00:00:00.000251202,USD Index,-16218,15404
1970-01-01 00:00:00.000251202,SPX,-195667,67896
1970-01-01 00:00:00.000251202,Wheat,-26431,31323
1970-01-01 00:00:00.000251202,Sugar,-184895,188401
1970-01-01 00:00:00.000251202,EUR,108453,-155752
1970-01-01 00:00:00.000251202,Soybeans,245272,-224801
1970-01-01 00:00:00.000251202,Russell 2000,-28414,18876
1970-01-01 00:00:00.000251209,Russell 2000,-19317,7475
1970-01-01 00:00:00.000251209,Copper,62479,-76183
1970-01-01 00:00:00.000251209,Gold,223886,-262579
1970-01-01 00:00:00.000251209,Cocoa,-2736,5047
1970-01-01 00:00:00.000251209,Crude Oil,58433,-78497
1970-01-01 00:00:00.000251209,Coffee,34747,-36256
1970-01-01 00:00:00.000251209,SPX,-190445,63942
1970-01-01 00:00:00.000251209,Nasdaq,48051,-62479
1970-01-01 00:00:00.000251209,Sugar,-182562,188029
1970-01-01 00:00:00.000251209,AUD,-62947,45086
1970-01-01 00:00:00.000251209,Silver,44709,-60827
1970-01-01 00:00:00.000251209,Soybeans,216105,-194211
1970-01-01 00:00:00.000251209,EUR,138788,-189597
1970-01-01 00:00:00.000251209,USD Index,-13874,13628
1970-01-01 00:00:00.000251209,JPY,17448,-18059
1970-01-01 00:00:00.000251209,VIX,-75511,74825
1970-01-01 00:00:00.000251209,Wheat,-29072,33106
1970-01-01 00:00:00.000251209,Corn,67530,-44251
1970-01-01 00:00:00.000251209,10Y UST,-686764,552004
1970-01-01 00:00:00.000251209,GBP,-75515,84282
1970-01-01 00:00:00.000251209,CAD,-130600,138723
1970-01-01 00:00:00.000251209,CHF,-38603,42549
1970-01-01 00:00:00.000251209,BTC,265,-347
1970-01-01 00:00:00.000251216,Cocoa,2036,824
1970-01-01 00:00:00.000251216,Copper,64826,-78879
1970-01-01 00:00:00.000251216,Coffee,29904,-30673
1970-01-01 00:00:00.000251216,Wheat,-50166,52381
1970-01-01 00:00:00.000251216,Gold,233978,-274358
1970-01-01 00:00:00.000251216,VIX,-74492,75996
1970-01-01 00:00:00.000251216,EUR,144903,-196057
1970-01-01 00:00:00.000251216,Soybeans,192890,-175261
1970-01-01 00:00:00.000251216,CHF,-38907,40370
1970-01-01 00:00:00.000251216,BTC,106,19
1970-01-01 00:00:00.000251216,Sugar,-157649,165971
1970-01-01 00:00:00.000251216,Silver,36352,-55191
1970-01-01 00:00:00.000251216,JPY,-2942,-4744
1970-01-01 00:00:00.000251216,CAD,-86640,92238
1970-01-01 00:00:00.000251216,Corn,14656,9604
1970-01-01 00:00:00.000251216,USD Index,-4595,5189
1970-01-01 00:00:00.000251216,GBP,-48498,50409
1970-01-01 00:00:00.000251216,Nasdaq,46376,-63220
1970-01-01 00:00:00.000251216,SPX,-166019,34871
1970-01-01 00:00:00.000251216,Crude Oil,54896,-72572
1970-01-01 00:00:00.000251216,Russell 2000,10082,-30191
1970-01-01 00:00:00.000251216,AUD,-21895,1571
1970-01-01 00:00:00.000251216,10Y UST,-670108,524203
1970-01-01 00:00:00.000251223,GBP,-41199,43656
1970-01-01 00:00:00.000251223,BTC,-479,453
1970-01-01 00:00:00.000251223,CHF,-43989,43356
1970-01-01 00:00:00.000251223,CAD,-55793,57190
1970-01-01 00:00:00.000251223,Corn,64872,-41000
1970-01-01 00:00:00.000251223,10Y UST,-742370,658606
1970-01-01 00:00:00.000251223,Wheat,-71832,72389
1970-01-01 00:00:00.000251223,VIX,-81235,82381
1970-01-01 00:00:00.000251223,USD Index,-4021,4777
1970-01-01 00:00:00.000251223,JPY,1223,-5904
1970-01-01 00:00:00.000251223,Soybeans,157779,-150308
1970-01-01 00:00:00.000251223,EUR,159891,-209478
1970-01-01 00:00:00.000251223,AUD,-21598,3772
1970-01-01 00:00:00.000251223,Copper,67088,-80446
1970-01-01 00:00:00.000251223,Silver,35884,-54267
1970-01-01 00:00:00.000251223,Nasdaq,31833,-49737
1970-01-01 00:00:00.000251223,Sugar,-149541,153984
1970-01-01 00:00:00.000251223,Crude Oil,64898,-68184
1970-01-01 00:00:00.000251223,SPX,-81820,-50620
1970-01-01 00:00:00.000251223,Coffee,23673,-25001
1970-01-01 00:00:00.000251223,Cocoa,2098,-170
1970-01-01 00:00:00.000251223,Russell 2000,-2201,-15360
1970-01-01 00:00:00.000251223,Gold,240700,-283526
1970-01-01 00:00:00.000251230,SPX,-94415,-29910
1970-01-01 00:00:00.000251230,Wheat,-70991,69976
1970-01-01 00:00:00.000251230,Soybeans,121811,-111889
1970-01-01 00:00:00.000251230,Sugar,-137822,145162
1970-01-01 00:00:00.000251230,VIX,-90403,90370
1970-01-01 00:00:00.000251230,Russell 2000,-3631,-13286
1970-01-01 00:00:00.000251230,AUD,-21216,-838
1970-01-01 00:00:00.000251230,10Y UST,-939658,807580
1970-01-01 00:00:00.000251230,Corn,53192,-26351
1970-01-01 00:00:00.000251230,Cocoa,3158,-2216
1970-01-01 00:00:00.000251230,Gold,231173,-275246
1970-01-01 00:00:00.000251230,CHF,-44198,42369
1970-01-01 00:00:00.000251230,BTC,-513,626
1970-01-01 00:00:00.000251230,Copper,59839,-72708
1970-01-01 00:00:00.000251230,CAD,-40511,36088
1970-01-01 00:00:00.000251230,GBP,-33207,34483
1970-01-01 00:00:00.000251230,Coffee,24543,-25809
1970-01-01 00:00:00.000251230,Crude Oil,64591,-70253
1970-01-01 00:00:00.000251230,USD Index,-3960,4588
1970-01-01 00:00:00.000251230,Nasdaq,25051,-43456
1970-01-01 00:00:00.000251230,EUR,157465,-211626
1970-01-01 00:00:00.000251230,Silver,30063,-50262
1970-01-01 00:00:00.000251230,JPY,14068,-19076
1970-01-01 00:00:00.000260106,10Y UST,-915552,810731
1970-01-01 00:00:00.000260106,SPX,-106088,-30378
1970-01-01 00:00:00.000260106,USD Index,-3831,4398
1970-01-01 00:00:00.000260106,EUR,162812,-215819
1970-01-01 00:00:00.000260106,VIX,-88250,86131
1970-01-01 00:00:00.000260106,BTC,-734,658
1970-01-01 00:00:00.000260106,JPY,8815,-12168
1970-01-01 00:00:00.000260106,Russell 2000,-2103,-11469
1970-01-01 00:00:00.000260106,AUD,-18960,-3243
1970-01-01 00:00:00.000260106,Nasdaq,32586,-51645
1970-01-01 00:00:00.000260106,GBP,-30538,29238
1970-01-01 00:00:00.000260106,CHF,-40266,41397
1970-01-01 00:00:00.000260106,Crude Oil,57352,-70766
1970-01-01 00:00:00.000260106,Cocoa,3230,-2618
1970-01-01 00:00:00.000260106,Sugar,-154098,160216
1970-01-01 00:00:00.000260106,Coffee,30536,-31623
1970-01-01 00:00:00.000260106,Silver,29271,-51691
1970-01-01 00:00:00.000260106,Copper,57858,-72014
1970-01-01 00:00:00.000260106,Gold,227632,-272035
1970-01-01 00:00:00.000260106,CAD,-40585,36062
1970-01-01 00:00:00.000260106,Wheat,-88091,84970
1970-01-01 00:00:00.000260106,Corn,60112,-41853
1970-01-01 00:00:00.000260106,Soybeans,104770,-90315
1970-01-01 00:00:00.000260113,AUD,-18846,-3610
1970-01-01 00:00:00.000260113,Russell 2000,11437,-24387
1970-01-01 00:00:00.000260113,Cocoa,-9496,12095
1970-01-01 00:00:00.000260113,Nasdaq,29141,-44705
1970-01-01 00:00:00.000260113,Crude Oil,58128,-65450
1970-01-01 00:00:00.000260113,10Y UST,-870505,785650
1970-01-01 00:00:00.000260113,Sugar,-165711,176273
1970-01-01 00:00:00.000260113,Coffee,32752,-34127
1970-01-01 00:00:00.000260113,SPX,-122127,-16500
1970-01-01 00:00:00.000260113,Wheat,-86025,84878
1970-01-01 00:00:00.000260113,EUR,132656,-179767
1970-01-01 00:00:00.000260113,USD Index,-3730,3739
1970-01-01 00:00:00.000260113,JPY,-45164,45819
1970-01-01 00:00:00.000260113,GBP,-25270,25504
1970-01-01 00:00:00.000260113,CHF,-43392,47163
1970-01-01 00:00:00.000260113,CAD,-42250,45815
1970-01-01 00:00:00.000260113,Gold,251238,-297106
1970-01-01 00:00:00.000260113,Copper,53441,-68962
1970-01-01 00:00:00.000260113,Silver,32060,-55292
1970-01-01 00:00:00.000260113,BTC,69,-134
1970-01-01 00:00:00.000260113,VIX,-92363,89774
1970-01-01 00:00:00.000260113,Corn,-33423,48923
1970-01-01 00:00:00.000260113,Soybeans,58947,-39485
1970-01-01 00:00:00.000260120,Nasdaq,21134,-34387
1970-01-01 00:00:00.000260120,Cocoa,-17874,18722
1970-01-01 00:00:00.000260120,Crude Oil,78792,-97047
1970-01-01 00:00:00.000260120,Sugar,-178348,190230
1970-01-01 00:00:00.000260120,VIX,-89223,89327
1970-01-01 00:00:00.000260120,BTC,298,-445
1970-01-01 00:00:00.000260120,SPX,-81776,-41923
1970-01-01 00:00:00.000260120,AUD,-14011,-11787
1970-01-01 00:00:00.000260120,Silver,25214,-46389
1970-01-01 00:00:00.000260120,Coffee,29763,-30151
1970-01-01 00:00:00.000260120,Copper,52575,-69186
1970-01-01 00:00:00.000260120,CAD,-41785,45990
1970-01-01 00:00:00.000260120,EUR,111695,-155596
1970-01-01 00:00:00.000260120,USD Index,-6418,6305
1970-01-01 00:00:00.000260120,JPY,-44829,41140
1970-01-01 00:00:00.000260120,GBP,-21980,17082
1970-01-01 00:00:00.000260120,CHF,-43207,47972
1970-01-01 00:00:00.000260120,Gold,244770,-289689
1970-01-01 00:00:00.000260120,Soybeans,58129,-39788
1970-01-01 00:00:00.000260120,10Y UST,-655640,573096
1970-01-01 00:00:00.000260120,Wheat,-93730,90844
1970-01-01 00:00:00.000260120,Corn,-51704,68044
1970-01-01 00:00:00.000260120,Russell 2000,20563,-31654
1970-01-01 00:00:00.000260127,Wheat,-79390,77363
1970-01-01 00:00:00.000260127,Soybeans,57431,-37074
1970-01-01 00:00:00.000260127,SPX,-99787,-28130
1970-01-01 00:00:00.000260127,10Y UST,-726151,650764
1970-01-01 00:00:00.000260127,Corn,-31671,52691
1970-01-01 00:00:00.000260127,EUR,132134,-181604
1970-01-01 00:00:00.000260127,USD Index,-4405,5087
1970-01-01 00:00:00.000260127,JPY,-33933,26709
1970-01-01 00:00:00.000260127,GBP,-16162,5464
1970-01-01 00:00:00.000260127,CHF,-42893,42406
1970-01-01 00:00:00.000260127,CAD,-16046,13734
1970-01-01 00:00:00.000260127,BTC,690,-585
1970-01-01 00:00:00.000260127,VIX,-74986,69887
1970-01-01 00:00:00.000260127,Crude Oil,96982,-115048
1970-01-01 00:00:00.000260127,Gold,205396,-248285
1970-01-01 00:00:00.000260127,Copper,48390,-64812
1970-01-01 00:00:00.000260127,Silver,23703,-44056
1970-01-01 00:00:00.000260127,Coffee,32734,-34082
1970-01-01 00:00:00.000260127,Sugar,-167753,176753
1970-01-01 00:00:00.000260127,Cocoa,-15502,16293
1970-01-01 00:00:00.000260127,Russell 2000,12327,-26381
1970-01-01 00:00:00.000260127,Nasdaq,28155,-41560
1970-01-01 00:00:00.000260127,AUD,7146,-28309
1970-01-01 00:00:00.000260203,BTC,1008,-968
1970-01-01 00:00:00.000260203,AUD,26118,-48060
1970-01-01 00:00:00.000260203,Russell 2000,4298,-19434
1970-01-01 00:00:00.000260203,Corn,-34698,52916
1970-01-01 00:00:00.000260203,SPX,-132941,11292
1970-01-01 00:00:00.000260203,10Y UST,-729414,664990
1970-01-01 00:00:00.000260203,CHF,-40717,39012
1970-01-01 00:00:00.000260203,CAD,2130,-7916
1970-01-01 00:00:00.000260203,VIX,-80635,79709
1970-01-01 00:00:00.000260203,Copper,47814,-62551
1970-01-01 00:00:00.000260203,Sugar,-210289,236034
1970-01-01 00:00:00.000260203,Coffee,18364,-18837
1970-01-01 00:00:00.000260203,Cocoa,-14508,13961
1970-01-01 00:00:00.000260203,Nasdaq,14187,-27210
1970-01-01 00:00:00.000260203,Gold,165604,-207778
1970-01-01 00:00:00.000260203,Silver,25877,-45725
1970-01-01 00:00:00.000260203,EUR,163361,-218541
1970-01-01 00:00:00.000260203,Wheat,-65496,67064
1970-01-01 00:00:00.000260203,Soybeans,64167,-43272
1970-01-01 00:00:00.000260203,USD Index,-852,1529
1970-01-01 00:00:00.000260203,JPY,-19222,14417
1970-01-01 00:00:00.000260203,GBP,-13911,7064
1970-01-01 00:00:00.000260203,Crude Oil,124565,-152499
1970-01-01 00:00:00.000260210,CAD,13276,-20188
1970-01-01 00:00:00.000260210,Copper,45873,-60792
1970-01-01 00:00:00.000260210,EUR,180305,-235779
1970-01-01 00:00:00.000260210,CHF,-42259,37689
1970-01-01 00:00:00.000260210,Gold,160012,-197738
1970-01-01 00:00:00.000260210,JPY,-19106,12679
1970-01-01 00:00:00.000260210,USD Index,-729,2117
1970-01-01 00:00:00.000260210,GBP,-25810,15116
1970-01-01 00:00:00.000260210,SPX,-105129,-12879
1970-01-01 00:00:00.000260210,Crude Oil,117814,-155866
1970-01-01 00:00:00.000260210,AUD,33209,-59136
1970-01-01 00:00:00.000260210,BTC,1017,-1117
1970-01-01 00:00:00.000260210,Russell 2000,7061,-21710
1970-01-01 00:00:00.000260210,VIX,-65088,65737
1970-01-01 00:00:00.000260210,Nasdaq,13360,-23184
1970-01-01 00:00:00.000260210,Sugar,-235401,258409
1970-01-01 00:00:00.000260210,10Y UST,-813027,727217
1970-01-01 00:00:00.000260210,Coffee,13931,-14359
1970-01-01 00:00:00.000260210,Silver,22955,-42163
1970-01-01 00:00:00.000260210,Cocoa,-18946,17593
1970-01-01 00:00:00.000260210,Wheat,-71258,71891
1970-01-01 00:00:00.000260210,Corn,-18330,37338
1970-01-01 00:00:00.000260210,Soybeans,146334,-118907
1970-01-01 00:00:00.000260217,AUD,45931,-73989
1970-01-01 00:00:00.000260217,GBP,-42404,37654
1970-01-01 00:00:00.000260217,Soybeans,191791,-157771
1970-01-01 00:00:00.000260217,Coffee,12860,-12616
1970-01-01 00:00:00.000260217,Russell 2000,-7086,-7403
1970-01-01 00:00:00.000260217,USD Index,328,694
1970-01-01 00:00:00.000260217,BTC,1638,-1707
1970-01-01 00:00:00.000260217,Wheat,-55058,58384
