Data,Asset,Net_NC,Net_Comm
1970-01-01 00:00:00.000230926,Nikkei,-610,-1200
1970-01-01 00:00:00.000230926,10Y UST,-731998,679643
1970-01-01 00:00:00.000230926,Silver,20105,-33080
1970-01-01 00:00:00.000230926,Corn,-118540,151450
1970-01-01 00:00:00.000230926,USD Index,16758,-18636
1970-01-01 00:00:00.000230926,AUD,-86815,102250
1970-01-01 00:00:00.000230926,EUR,98399,-124407
1970-01-01 00:00:00.000230926,BTC,1794,-2033
1970-01-01 00:00:00.000230926,Wheat,-60014,55001
1970-01-01 00:00:00.000230926,VIX,-52835,58631
1970-01-01 00:00:00.000230926,JPY,-109512,120227
1970-01-01 00:00:00.000231003,Sugar,217382,-255129
1970-01-01 00:00:00.000231003,Wheat,-61347,58242
1970-01-01 00:00:00.000231003,Silver,15344,-30358
1970-01-01 00:00:00.000231003,Coffee,-14449,13474
1970-01-01 00:00:00.000231003,Cocoa,69933,-72861
1970-01-01 00:00:00.000231003,VIX,-34193,40533
1970-01-01 00:00:00.000231003,BTC,1056,-1475
1970-01-01 00:00:00.000231003,Russell 2000,-63308,62415
1970-01-01 00:00:00.000231003,SPX,-73235,46115
1970-01-01 00:00:00.000231003,Crude Oil,349560,-381946
1970-01-01 00:00:00.000231003,USD Index,18815,-20166
1970-01-01 00:00:00.000231003,Nasdaq,1435,1646
1970-01-01 00:00:00.000231003,CHF,-16742,27368
1970-01-01 00:00:00.000231003,Corn,-107544,140803
1970-01-01 00:00:00.000231003,CAD,-40151,38581
1970-01-01 00:00:00.000231003,GBP,-6680,17545
1970-01-01 00:00:00.000231003,Soybeans,22503,-5880
1970-01-01 00:00:00.000231003,JPY,-113988,117869
1970-01-01 00:00:00.000231003,AUD,-81987,97266
1970-01-01 00:00:00.000231003,EUR,78943,-104752
1970-01-01 00:00:00.000231003,10Y UST,-733881,668481
1970-01-01 00:00:00.000231003,Copper,-21912,19952
1970-01-01 00:00:00.000231003,Nikkei,-43,-1058
1970-01-01 00:00:00.000231003,Gold,91226,-111982
1970-01-01 00:00:00.000231010,Cocoa,67876,-71491
1970-01-01 00:00:00.000231010,SPX,-94449,69430
1970-01-01 00:00:00.000231010,Copper,-14755,14192
1970-01-01 00:00:00.000231010,Soybeans,23378,-9429
1970-01-01 00:00:00.000231010,JPY,-99476,106152
1970-01-01 00:00:00.000231010,Wheat,-67694,63817
1970-01-01 00:00:00.000231010,VIX,-14682,22250
1970-01-01 00:00:00.000231010,Corn,-64784,94387
1970-01-01 00:00:00.000231010,GBP,-10048,21407
1970-01-01 00:00:00.000231010,Sugar,221680,-263043
1970-01-01 00:00:00.000231010,10Y UST,-712982,669631
1970-01-01 00:00:00.000231010,USD Index,19477,-20699
1970-01-01 00:00:00.000231010,Nikkei,-1603,1658
1970-01-01 00:00:00.000231010,CAD,-46489,48420
1970-01-01 00:00:00.000231010,EUR,75532,-98293
1970-01-01 00:00:00.000231010,Gold,71433,-90428
1970-01-01 00:00:00.000231010,Nasdaq,7840,-6960
1970-01-01 00:00:00.000231010,Coffee,-15815,14700
1970-01-01 00:00:00.000231010,Russell 2000,-66624,68289
1970-01-01 00:00:00.000231010,CHF,-16075,28830
1970-01-01 00:00:00.000231010,Silver,12299,-26218
1970-01-01 00:00:00.000231010,BTC,1151,-1662
1970-01-01 00:00:00.000231010,Crude Oil,321974,-363010
1970-01-01 00:00:00.000231010,AUD,-76577,91109
1970-01-01 00:00:00.000231017,USD Index,19167,-20772
1970-01-01 00:00:00.000231017,EUR,82410,-101623
1970-01-01 00:00:00.000231017,Coffee,-188,-967
1970-01-01 00:00:00.000231017,Corn,-62554,93412
1970-01-01 00:00:00.000231017,Silver,19746,-31626
1970-01-01 00:00:00.000231017,CAD,-48539,50106
1970-01-01 00:00:00.000231017,Nikkei,-2255,1284
1970-01-01 00:00:00.000231017,Nasdaq,14348,-12040
1970-01-01 00:00:00.000231017,Soybeans,27105,-12049
1970-01-01 00:00:00.000231017,Copper,-25889,23308
1970-01-01 00:00:00.000231017,JPY,-102658,112359
1970-01-01 00:00:00.000231017,10Y UST,-710740,614042
1970-01-01 00:00:00.000231017,GBP,-11209,19971
1970-01-01 00:00:00.000231017,Gold,112738,-127999
1970-01-01 00:00:00.000231017,CHF,-17078,30333
1970-01-01 00:00:00.000231017,Russell 2000,-45472,50522
1970-01-01 00:00:00.000231017,Crude Oil,306388,-340550
1970-01-01 00:00:00.000231017,BTC,327,-995
1970-01-01 00:00:00.000231017,Wheat,-69243,65541
1970-01-01 00:00:00.000231017,AUD,-80739,97132
1970-01-01 00:00:00.000231017,Sugar,227959,-277699
1970-01-01 00:00:00.000231017,VIX,-22945,31422
1970-01-01 00:00:00.000231017,Cocoa,71492,-75556
1970-01-01 00:00:00.000231017,SPX,-63178,43110
1970-01-01 00:00:00.000231024,Nasdaq,2697,-4366
1970-01-01 00:00:00.000231024,Wheat,-59947,56978
1970-01-01 00:00:00.000231024,VIX,-21594,26058
1970-01-01 00:00:00.000231024,Soybeans,36454,-24483
1970-01-01 00:00:00.000231024,USD Index,19671,-20531
1970-01-01 00:00:00.000231024,EUR,85253,-107996
1970-01-01 00:00:00.000231024,AUD,-83081,98853
1970-01-01 00:00:00.000231024,Corn,-48280,83034
1970-01-01 00:00:00.000231024,GBP,-18636,27337
1970-01-01 00:00:00.000231024,BTC,-454,-438
1970-01-01 00:00:00.000231024,JPY,-99629,104809
1970-01-01 00:00:00.000231024,CHF,-15095,27136
1970-01-01 00:00:00.000231024,Copper,-20760,21401
1970-01-01 00:00:00.000231024,10Y UST,-563362,467001
1970-01-01 00:00:00.000231024,Cocoa,77020,-79960
1970-01-01 00:00:00.000231024,Sugar,224695,-271696
1970-01-01 00:00:00.000231024,Gold,149385,-165873
1970-01-01 00:00:00.000231024,Russell 2000,-44171,44537
1970-01-01 00:00:00.000231024,Coffee,18208,-18113
1970-01-01 00:00:00.000231024,SPX,10185,-34736
1970-01-01 00:00:00.000231024,Silver,24332,-34570
1970-01-01 00:00:00.000231024,Crude Oil,300765,-340958
1970-01-01 00:00:00.000231024,Nikkei,-2128,695
1970-01-01 00:00:00.000231024,CAD,-48639,53600
1970-01-01 00:00:00.000231031,Crude Oil,262258,-308767
1970-01-01 00:00:00.000231031,Wheat,-69567,68593
1970-01-01 00:00:00.000231031,Sugar,213589,-258587
1970-01-01 00:00:00.000231031,SPX,4337,-33976
1970-01-01 00:00:00.000231031,Cocoa,69477,-72106
1970-01-01 00:00:00.000231031,BTC,-1746,903
1970-01-01 00:00:00.000231031,Russell 2000,-39427,40876
1970-01-01 00:00:00.000231031,EUR,85389,-109031
1970-01-01 00:00:00.000231031,Gold,163425,-182707
1970-01-01 00:00:00.000231031,GBP,-20371,34154
1970-01-01 00:00:00.000231031,Copper,-17161,18395
1970-01-01 00:00:00.000231031,JPY,-103848,107566
1970-01-01 00:00:00.000231031,Nasdaq,6737,-6592
1970-01-01 00:00:00.000231031,CHF,-14910,25967
1970-01-01 00:00:00.000231031,Nikkei,-1875,1084
1970-01-01 00:00:00.000231031,CAD,-49332,56052
1970-01-01 00:00:00.000231031,Soybeans,16260,-1813
1970-01-01 00:00:00.000231031,VIX,-13979,18713
1970-01-01 00:00:00.000231031,Coffee,22279,-21876
1970-01-01 00:00:00.000231031,Corn,-87696,114053
1970-01-01 00:00:00.000231031,Silver,20211,-33139
1970-01-01 00:00:00.000231031,USD Index,18985,-20096
1970-01-01 00:00:00.000231031,10Y UST,-627698,531947
1970-01-01 00:00:00.000231031,AUD,-75110,86432
1970-01-01 00:00:00.000231107,SPX,-53421,35344
1970-01-01 00:00:00.000231107,AUD,-65563,73267
1970-01-01 00:00:00.000231107,BTC,-1677,794
1970-01-01 00:00:00.000231107,Nasdaq,16295,-8937
1970-01-01 00:00:00.000231107,Nikkei,-2558,1391
1970-01-01 00:00:00.000231107,Russell 2000,-72567,72636
1970-01-01 00:00:00.000231107,VIX,-33049,35221
1970-01-01 00:00:00.000231107,Cocoa,75027,-78099
1970-01-01 00:00:00.000231107,Crude Oil,235970,-276714
1970-01-01 00:00:00.000231107,10Y UST,-604499,515529
1970-01-01 00:00:00.000231107,JPY,-104040,111957
1970-01-01 00:00:00.000231107,GBP,-16252,29166
1970-01-01 00:00:00.000231107,Gold,166216,-186091
1970-01-01 00:00:00.000231107,CAD,-67721,72568
1970-01-01 00:00:00.000231107,Corn,-106041,128097
1970-01-01 00:00:00.000231107,Wheat,-59611,60554
1970-01-01 00:00:00.000231107,USD Index,19471,-20161
1970-01-01 00:00:00.000231107,Soybeans,63557,-49323
1970-01-01 00:00:00.000231107,EUR,89056,-117515
1970-01-01 00:00:00.000231107,CHF,-17562,27892
1970-01-01 00:00:00.000231107,Silver,18253,-30722
1970-01-01 00:00:00.000231107,Sugar,232083,-283940
1970-01-01 00:00:00.000231107,Coffee,26975,-26760
1970-01-01 00:00:00.000231107,Copper,-10288,11051
1970-01-01 00:00:00.000231114,VIX,-42928,46627
1970-01-01 00:00:00.000231114,10Y UST,-661766,595655
1970-01-01 00:00:00.000231114,SPX,-52833,11057
1970-01-01 00:00:00.000231114,CAD,-70403,77698
1970-01-01 00:00:00.000231114,Russell 2000,-65566,68821
1970-01-01 00:00:00.000231114,GBP,-27730,35439
1970-01-01 00:00:00.000231114,AUD,-70956,79057
1970-01-01 00:00:00.000231114,CHF,-20151,27543
1970-01-01 00:00:00.000231114,Gold,155376,-177019
1970-01-01 00:00:00.000231114,Coffee,28667,-29696
1970-01-01 00:00:00.000231114,Cocoa,75784,-78125
1970-01-01 00:00:00.000231114,Sugar,226266,-277525
1970-01-01 00:00:00.000231114,Nikkei,-2587,1890
1970-01-01 00:00:00.000231114,Copper,-16608,16449
1970-01-01 00:00:00.000231114,Crude Oil,215734,-246762
1970-01-01 00:00:00.000231114,Silver,22398,-31634
1970-01-01 00:00:00.000231114,Nasdaq,315,-2032
1970-01-01 00:00:00.000231114,Soybeans,86677,-69495
1970-01-01 00:00:00.000231114,EUR,108907,-140987
1970-01-01 00:00:00.000231114,Wheat,-59038,58799
1970-01-01 00:00:00.000231114,Corn,-109200,133085
1970-01-01 00:00:00.000231114,BTC,-1344,481
1970-01-01 00:00:00.000231114,USD Index,19734,-20378
1970-01-01 00:00:00.000231114,JPY,-130249,133272
1970-01-01 00:00:00.000231121,Corn,-124006,143223
1970-01-01 00:00:00.000231121,Wheat,-77531,76155
1970-01-01 00:00:00.000231121,Soybeans,73806,-53777
1970-01-01 00:00:00.000231121,10Y UST,-658158,600841
1970-01-01 00:00:00.000231121,Nasdaq,5044,-11285
1970-01-01 00:00:00.000231121,Nikkei,-2239,1432
1970-01-01 00:00:00.000231121,AUD,-77970,82004
1970-01-01 00:00:00.000231121,Russell 2000,-57246,53256
1970-01-01 00:00:00.000231121,VIX,-47431,47791
1970-01-01 00:00:00.000231121,BTC,-876,445
1970-01-01 00:00:00.000231121,Cocoa,72839,-75421
1970-01-01 00:00:00.000231121,Crude Oil,207324,-230009
1970-01-01 00:00:00.000231121,Copper,-3543,5535
1970-01-01 00:00:00.000231121,SPX,-80080,33971
1970-01-01 00:00:00.000231121,USD Index,20697,-20732
1970-01-01 00:00:00.000231121,CHF,-18994,28587
1970-01-01 00:00:00.000231121,Silver,27452,-40944
1970-01-01 00:00:00.000231121,Gold,171705,-190235
1970-01-01 00:00:00.000231121,JPY,-105454,105428
1970-01-01 00:00:00.000231121,CAD,-65440,70083
1970-01-01 00:00:00.000231121,EUR,129654,-165818
1970-01-01 00:00:00.000231121,Sugar,222137,-267400
1970-01-01 00:00:00.000231121,GBP,-26098,31208
1970-01-01 00:00:00.000231121,Coffee,30334,-31907
1970-01-01 00:00:00.000231128,EUR,143165,-176315
1970-01-01 00:00:00.000231128,JPY,-109237,103692
1970-01-01 00:00:00.000231128,USD Index,19087,-18292
1970-01-01 00:00:00.000231128,Sugar,205076,-249605
1970-01-01 00:00:00.000231128,Corn,-157148,175160
1970-01-01 00:00:00.000231128,Wheat,-97204,98645
1970-01-01 00:00:00.000231128,VIX,-47536,48576
1970-01-01 00:00:00.000231128,10Y UST,-685354,632924
1970-01-01 00:00:00.000231128,Soybeans,50697,-30394
1970-01-01 00:00:00.000231128,Nasdaq,7278,-10902
1970-01-01 00:00:00.000231128,Crude Oil,183171,-206779
1970-01-01 00:00:00.000231128,Copper,-3872,4912
1970-01-01 00:00:00.000231128,Gold,200084,-218592
1970-01-01 00:00:00.000231128,Russell 2000,-55493,52149
1970-01-01 00:00:00.000231128,Coffee,30558,-32407
1970-01-01 00:00:00.000231128,Silver,34280,-47855
1970-01-01 00:00:00.000231128,Nikkei,-2360,1504
1970-01-01 00:00:00.000231128,Cocoa,71646,-73777
1970-01-01 00:00:00.000231128,CHF,-20289,26691
1970-01-01 00:00:00.000231128,GBP,-7895,10064
1970-01-01 00:00:00.000231128,AUD,-71219,73789
1970-01-01 00:00:00.000231128,BTC,-1745,792
1970-01-01 00:00:00.000231128,CAD,-63242,67537
1970-01-01 00:00:00.000231128,SPX,-65027,21959
1970-01-01 00:00:00.000231205,Silver,36303,-52014
1970-01-01 00:00:00.000231205,Russell 2000,-55429,50900
1970-01-01 00:00:00.000231205,AUD,-57681,54899
1970-01-01 00:00:00.000231205,Sugar,165469,-188821
1970-01-01 00:00:00.000231205,Coffee,34260,-35882
1970-01-01 00:00:00.000231205,Nasdaq,8402,-13580
1970-01-01 00:00:00.000231205,Crude Oil,168990,-194626
1970-01-01 00:00:00.000231205,Cocoa,66911,-69993
1970-01-01 00:00:00.000231205,Nikkei,-1690,1036
1970-01-01 00:00:00.000231205,EUR,152360,-188929
1970-01-01 00:00:00.000231205,JPY,-104956,106218
1970-01-01 00:00:00.000231205,USD Index,19944,-19561
1970-01-01 00:00:00.000231205,VIX,-56777,57871
1970-01-01 00:00:00.000231205,Wheat,-67067,72571
1970-01-01 00:00:00.000231205,Corn,-110439,137754
1970-01-01 00:00:00.000231205,Soybeans,20298,-2961
1970-01-01 00:00:00.000231205,CAD,-57848,63290
1970-01-01 00:00:00.000231205,Copper,-1994,2139
1970-01-01 00:00:00.000231205,SPX,-47261,-95
1970-01-01 00:00:00.000231205,Gold,203544,-226945
1970-01-01 00:00:00.000231205,10Y UST,-636456,584114
1970-01-01 00:00:00.000231205,GBP,11665,-11983
1970-01-01 00:00:00.000231205,BTC,-2250,1387
1970-01-01 00:00:00.000231205,CHF,-17852,23713
1970-01-01 00:00:00.000231212,Russell 2000,-50629,43204
1970-01-01 00:00:00.000231212,USD Index,17601,-18032
1970-01-01 00:00:00.000231212,JPY,-81131,79527
1970-01-01 00:00:00.000231212,GBP,21581,-20101
1970-01-01 00:00:00.000231212,CHF,-14474,19313
1970-01-01 00:00:00.000231212,CAD,-55245,61193
1970-01-01 00:00:00.000231212,Wheat,-40021,48543
1970-01-01 00:00:00.000231212,VIX,-46316,45724
1970-01-01 00:00:00.000231212,Corn,-101215,131530
1970-01-01 00:00:00.000231212,Soybeans,17539,-216
1970-01-01 00:00:00.000231212,EUR,147327,-182357
1970-01-01 00:00:00.000231212,Gold,188233,-212808
1970-01-01 00:00:00.000231212,Cocoa,67303,-70652
1970-01-01 00:00:00.000231212,Nikkei,-2317,1807
1970-01-01 00:00:00.000231212,Crude Oil,151599,-175326
1970-01-01 00:00:00.000231212,Copper,-4004,5131
1970-01-01 00:00:00.000231212,Silver,28458,-47496
1970-01-01 00:00:00.000231212,SPX,-65083,21495
1970-01-01 00:00:00.000231212,Coffee,36568,-38176
1970-01-01 00:00:00.000231212,Sugar,107392,-129631
1970-01-01 00:00:00.000231212,AUD,-52340,54868
1970-01-01 00:00:00.000231212,Nasdaq,8104,-10817
1970-01-01 00:00:00.000231212,10Y UST,-556931,520684
1970-01-01 00:00:00.000231212,BTC,-2067,1188
1970-01-01 00:00:00.000231219,CAD,-54333,50577
1970-01-01 00:00:00.000231219,Corn,-127570,147902
1970-01-01 00:00:00.000231219,CHF,-6088,9076
1970-01-01 00:00:00.000231219,Gold,201339,-227058
1970-01-01 00:00:00.000231219,Wheat,-36993,43239
1970-01-01 00:00:00.000231219,10Y UST,-687572,638806
1970-01-01 00:00:00.000231219,VIX,-30172,34907
1970-01-01 00:00:00.000231219,USD Index,3942,-3152
1970-01-01 00:00:00.000231219,EUR,114592,-145622
1970-01-01 00:00:00.000231219,Soybeans,1998,11079
1970-01-01 00:00:00.000231219,JPY,-64902,62693
1970-01-01 00:00:00.000231219,GBP,19926,-27440
1970-01-01 00:00:00.000231219,Nasdaq,22184,-25768
1970-01-01 00:00:00.000231219,Crude Oil,182743,-195871
1970-01-01 00:00:00.000231219,BTC,-2351,1305
1970-01-01 00:00:00.000231219,Russell 2000,-30049,23866
1970-01-01 00:00:00.000231219,AUD,-50677,46308
1970-01-01 00:00:00.000231219,Sugar,92847,-114965
1970-01-01 00:00:00.000231219,Copper,5559,-7646
1970-01-01 00:00:00.000231219,Coffee,45256,-47452
1970-01-01 00:00:00.000231219,Silver,29751,-48791
1970-01-01 00:00:00.000231219,SPX,-195395,123438
1970-01-01 00:00:00.000231219,Nikkei,-2343,1784
1970-01-01 00:00:00.000231219,Cocoa,69404,-70924
1970-01-01 00:00:00.000231226,Wheat,-31411,38524
1970-01-01 00:00:00.000231226,10Y UST,-804984,725554
1970-01-01 00:00:00.000231226,Corn,-127651,151877
1970-01-01 00:00:00.000231226,Soybeans,-11926,20716
1970-01-01 00:00:00.000231226,Copper,7077,-10156
1970-01-01 00:00:00.000231226,Gold,207718,-232345
1970-01-01 00:00:00.000231226,CAD,-34721,23948
1970-01-01 00:00:00.000231226,CHF,-3445,5525
1970-01-01 00:00:00.000231226,GBP,14092,-21902
1970-01-01 00:00:00.000231226,JPY,-55568,52659
1970-01-01 00:00:00.000231226,USD Index,3137,-2178
1970-01-01 00:00:00.000231226,EUR,117391,-151186
1970-01-01 00:00:00.000231226,VIX,-56151,60403
1970-01-01 00:00:00.000231226,Silver,31863,-52622
1970-01-01 00:00:00.000231226,Coffee,43916,-46087
1970-01-01 00:00:00.000231226,Crude Oil,199284,-211098
1970-01-01 00:00:00.000231226,Cocoa,67498,-69492
1970-01-01 00:00:00.000231226,Sugar,78543,-99024
1970-01-01 00:00:00.000231226,Nasdaq,27991,-33608
1970-01-01 00:00:00.000231226,AUD,-51303,43062
1970-01-01 00:00:00.000231226,Russell 2000,-12446,3448
1970-01-01 00:00:00.000231226,Nikkei,-2828,1850
1970-01-01 00:00:00.000231226,SPX,-192462,120789
1970-01-01 00:00:00.000231226,BTC,-2302,1092
1970-01-01 00:00:00.000240102,USD Index,2423,-1614
1970-01-01 00:00:00.000240102,AUD,-42893,30295
1970-01-01 00:00:00.000240102,Russell 2000,-921,-10099
1970-01-01 00:00:00.000240102,Soybeans,-21928,35338
1970-01-01 00:00:00.000240102,GBP,15205,-17250
1970-01-01 00:00:00.000240102,Cocoa,68954,-69429
1970-01-01 00:00:00.000240102,Nikkei,-3420,2012
1970-01-01 00:00:00.000240102,SPX,-214088,127346
1970-01-01 00:00:00.000240102,JPY,-57195,55489
1970-01-01 00:00:00.000240102,Corn,-146728,175098
1970-01-01 00:00:00.000240102,Crude Oil,163729,-182204
1970-01-01 00:00:00.000240102,VIX,-44992,50256
1970-01-01 00:00:00.000240102,EUR,119476,-157386
1970-01-01 00:00:00.000240102,Nasdaq,39067,-47339
1970-01-01 00:00:00.000240102,10Y UST,-832663,782568
1970-01-01 00:00:00.000240102,BTC,-2221,1234
1970-01-01 00:00:00.000240102,Coffee,43428,-44991
1970-01-01 00:00:00.000240102,Sugar,74825,-92187
1970-01-01 00:00:00.000240102,CAD,-21131,8320
1970-01-01 00:00:00.000240102,Wheat,-33617,40776
1970-01-01 00:00:00.000240102,Copper,8617,-11638
1970-01-01 00:00:00.000240102,Silver,32570,-50547
1970-01-01 00:00:00.000240102,Gold,207649,-235478
1970-01-01 00:00:00.000240102,CHF,-5215,4158
1970-01-01 00:00:00.000240109,SPX,-117049,15495
1970-01-01 00:00:00.000240109,VIX,-44169,51245
1970-01-01 00:00:00.000240109,10Y UST,-787020,726488
1970-01-01 00:00:00.000240109,BTC,-1618,779
1970-01-01 00:00:00.000240109,JPY,-55949,54191
1970-01-01 00:00:00.000240109,Corn,-173033,194021
1970-01-01 00:00:00.000240109,Cocoa,68881,-67423
1970-01-01 00:00:00.000240109,GBP,20734,-22875
1970-01-01 00:00:00.000240109,Russell 2000,21012,-31976
1970-01-01 00:00:00.000240109,Nikkei,-2658,1724
1970-01-01 00:00:00.000240109,USD Index,2910,-2210
1970-01-01 00:00:00.000240109,AUD,-32274,21070
1970-01-01 00:00:00.000240109,Coffee,45588,-47708
1970-01-01 00:00:00.000240109,CAD,-7380,-1787
1970-01-01 00:00:00.000240109,Sugar,68958,-81593
1970-01-01 00:00:00.000240109,CHF,-4392,2524
1970-01-01 00:00:00.000240109,Wheat,-33390,42432
1970-01-01 00:00:00.000240109,Silver,26362,-43755
1970-01-01 00:00:00.000240109,Crude Oil,169682,-184627
1970-01-01 00:00:00.000240109,Copper,-13167,9029
1970-01-01 00:00:00.000240109,Gold,188614,-217701
1970-01-01 00:00:00.000240109,EUR,118877,-156887
1970-01-01 00:00:00.000240109,Nasdaq,36776,-42601
1970-01-01 00:00:00.000240109,Soybeans,-38049,53620
1970-01-01 00:00:00.000240116,Copper,-25306,22851
1970-01-01 00:00:00.000240116,CAD,-13388,4928
1970-01-01 00:00:00.000240116,BTC,-994,-25
1970-01-01 00:00:00.000240116,Silver,25593,-43759
1970-01-01 00:00:00.000240116,Gold,179893,-207420
1970-01-01 00:00:00.000240116,Coffee,49382,-51147
1970-01-01 00:00:00.000240116,Sugar,60215,-81568
1970-01-01 00:00:00.000240116,CHF,-3738,273
1970-01-01 00:00:00.000240116,VIX,-43760,48439
1970-01-01 00:00:00.000240116,EUR,104092,-136513
1970-01-01 00:00:00.000240116,Crude Oil,162034,-178627
1970-01-01 00:00:00.000240116,USD Index,1300,-1292
1970-01-01 00:00:00.000240116,JPY,-56560,61724
1970-01-01 00:00:00.000240116,Cocoa,70197,-72315
1970-01-01 00:00:00.000240116,GBP,30931,-30980
1970-01-01 00:00:00.000240116,AUD,-47857,39044
1970-01-01 00:00:00.000240116,Nikkei,-4478,3317
1970-01-01 00:00:00.000240116,Russell 2000,14245,-23482
1970-01-01 00:00:00.000240116,Nasdaq,36571,-38733
1970-01-01 00:00:00.000240116,Soybeans,-93668,112439
1970-01-01 00:00:00.000240116,10Y UST,-889385,822775
1970-01-01 00:00:00.000240116,Wheat,-46611,54064
1970-01-01 00:00:00.000240116,SPX,-169246,102434
1970-01-01 00:00:00.000240116,Corn,-219968,242217
1970-01-01 00:00:00.000240123,Sugar,67555,-91516
1970-01-01 00:00:00.000240123,Coffee,52898,-54912
1970-01-01 00:00:00.000240123,Silver,17737,-34071
1970-01-01 00:00:00.000240123,Cocoa,75756,-78485
1970-01-01 00:00:00.000240123,Crude Oil,184018,-202468
1970-01-01 00:00:00.000240123,USD Index,1647,-2376
1970-01-01 00:00:00.000240123,AUD,-54120,52649
1970-01-01 00:00:00.000240123,GBP,31437,-34339
1970-01-01 00:00:00.000240123,SPX,-189473,111135
1970-01-01 00:00:00.000240123,10Y UST,-784678,730285
1970-01-01 00:00:00.000240123,JPY,-70645,76992
1970-01-01 00:00:00.000240123,Soybeans,-105994,123490
1970-01-01 00:00:00.000240123,EUR,88324,-117397
1970-01-01 00:00:00.000240123,Nasdaq,33042,-38153
1970-01-01 00:00:00.000240123,Russell 2000,-6189,-5447
1970-01-01 00:00:00.000240123,Nikkei,-3693,2045
1970-01-01 00:00:00.000240123,Corn,-219200,238826
1970-01-01 00:00:00.000240123,Copper,-29923,27695
1970-01-01 00:00:00.000240123,VIX,-49193,54443
1970-01-01 00:00:00.000240123,Gold,169474,-192093
1970-01-01 00:00:00.000240123,CAD,-8451,3161
1970-01-01 00:00:00.000240123,Wheat,-42782,49329
1970-01-01 00:00:00.000240123,CHF,-5171,6199
1970-01-01 00:00:00.000240123,BTC,-1661,887
1970-01-01 00:00:00.000240130,AUD,-58295,58847
1970-01-01 00:00:00.000240130,Corn,-224832,241727
1970-01-01 00:00:00.000240130,Russell 2000,-10504,-1488
1970-01-01 00:00:00.000240130,10Y UST,-859015,810792
1970-01-01 00:00:00.000240130,Soybeans,-140577,155822
1970-01-01 00:00:00.000240130,SPX,-225962,142194
1970-01-01 00:00:00.000240130,Nasdaq,39251,-47893
1970-01-01 00:00:00.000240130,EUR,88771,-116006
1970-01-01 00:00:00.000240130,USD Index,372,-739
1970-01-01 00:00:00.000240130,Crude Oil,196664,-219075
1970-01-01 00:00:00.000240130,JPY,-80455,80134
1970-01-01 00:00:00.000240130,Cocoa,71694,-76000
1970-01-01 00:00:00.000240130,Sugar,73684,-96000
1970-01-01 00:00:00.000240130,CAD,-2388,-4200
1970-01-01 00:00:00.000240130,Coffee,56119,-58218
1970-01-01 00:00:00.000240130,Silver,21426,-37778
1970-01-01 00:00:00.000240130,Gold,147791,-170518
1970-01-01 00:00:00.000240130,Copper,-8598,7271
1970-01-01 00:00:00.000240130,GBP,34153,-37380
1970-01-01 00:00:00.000240130,Wheat,-36455,43840
1970-01-01 00:00:00.000240130,CHF,-3904,7222
1970-01-01 00:00:00.000240130,BTC,-1798,1017
1970-01-01 00:00:00.000240130,VIX,-54540,57042
1970-01-01 00:00:00.000240130,Nikkei,-3868,1857
1970-01-01 00:00:00.000240206,Corn,-229422,243991
1970-01-01 00:00:00.000240206,Nikkei,-3480,1864
1970-01-01 00:00:00.000240206,Wheat,-38284,43174
1970-01-01 00:00:00.000240206,AUD,-71813,80031
1970-01-01 00:00:00.000240206,Soybeans,-160817,171920
1970-01-01 00:00:00.000240206,Nasdaq,32888,-38439
1970-01-01 00:00:00.000240206,Russell 2000,-19993,8524
1970-01-01 00:00:00.000240206,USD Index,1539,-2652
1970-01-01 00:00:00.000240206,EUR,62153,-86886
1970-01-01 00:00:00.000240206,GBP,34475,-28872
1970-01-01 00:00:00.000240206,Cocoa,58114,-63329
1970-01-01 00:00:00.000240206,JPY,-84230,82983
1970-01-01 00:00:00.000240206,VIX,-48987,53136
1970-01-01 00:00:00.000240206,Crude Oil,161838,-189183
1970-01-01 00:00:00.000240206,BTC,-1523,757
1970-01-01 00:00:00.000240206,Coffee,54983,-56419
1970-01-01 00:00:00.000240206,10Y UST,-828462,772986
1970-01-01 00:00:00.000240206,CAD,-7736,4412
1970-01-01 00:00:00.000240206,Sugar,80524,-100282
1970-01-01 00:00:00.000240206,Copper,-13710,10888
1970-01-01 00:00:00.000240206,Gold,161738,-180241
1970-01-01 00:00:00.000240206,Silver,16880,-33483
1970-01-01 00:00:00.000240206,CHF,-5567,9266
1970-01-01 00:00:00.000240206,SPX,-232962,161838
1970-01-01 00:00:00.000240213,10Y UST,-760519,688569
1970-01-01 00:00:00.000240213,Wheat,-29007,33760
1970-01-01 00:00:00.000240213,EUR,52838,-72264
1970-01-01 00:00:00.000240213,USD Index,2002,-3179
1970-01-01 00:00:00.000240213,JPY,-111536,115172
1970-01-01 00:00:00.000240213,GBP,50472,-46883
1970-01-01 00:00:00.000240213,CAD,-5482,6958
1970-01-01 00:00:00.000240213,Gold,131168,-152980
1970-01-01 00:00:00.000240213,Copper,-32697,30426
1970-01-01 00:00:00.000240213,CHF,-6014,15080
1970-01-01 00:00:00.000240213,Silver,12425,-29688
1970-01-01 00:00:00.000240213,BTC,-1921,1152
1970-01-01 00:00:00.000240213,VIX,-50966,54671
1970-01-01 00:00:00.000240213,Coffee,60084,-61442
1970-01-01 00:00:00.000240213,Sugar,92155,-112138
1970-01-01 00:00:00.000240213,Cocoa,49351,-54822
1970-01-01 00:00:00.000240213,Crude Oil,171072,-191502
1970-01-01 00:00:00.000240213,Nikkei,-3388,1576
